cement,cement_type,silica_fume,fly_ash,limestone_powder,quartz_powder,glass_powder,rice_husk_ash,metakaolin,ggbfs,slag,nano_caco3,nano_al2o3,nano_tio2,nano_sio2,filler,sand,sand_type,sand_max_size,water,sp_type,sp_amount,curing_method,curing_temp,cs_28d,reference
1000.0,OPC_52.5,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,1250.0,Silica Sand,0.3,225.0,PCE_SP,24.8,Standard Curing,20.0,150.0,Ref-3-Research
1000.0,OPC_52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,1250.0,Silica Sand,0.3,225.0,PCE_SP,24.8,Standard Curing,20.0,147.0,Ref-3-Research
700.0,OPC_52.5,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,1250.0,Silica Sand,0.3,225.0,PCE_SP,24.8,Standard Curing,20.0,166.0,Ref-3-Research
700.0,OPC_52.5,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,1250.0,Silica Sand,0.3,225.0,PCE_SP,24.8,Standard Curing,20.0,150.0,Ref-3-Research
700.0,OPC_52.5,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,1250.0,Silica Sand,0.3,225.0,PCE_SP,24.8,Standard Curing,20.0,147.0,Ref-3-Research
700.0,OPC_52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,1250.0,Silica Sand,0.3,225.0,PCE_SP,24.8,Standard Curing,20.0,137.0,Ref-3-Research
300.0,OPC_52.5,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,1250.0,Silica Sand,0.3,225.0,PCE_SP,24.8,Standard Curing,20.0,130.0,Ref-3-Research
300.0,OPC_52.5,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,1250.0,Silica Sand,0.3,225.0,PCE_SP,24.8,Standard Curing,20.0,120.5,Ref-3-Research
300.0,OPC_52.5,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875.0,1250.0,Silica Sand,0.3,225.0,PCE_SP,24.8,Standard Curing,20.0,108.0,Ref-3-Research
300.0,OPC_52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,1250.0,Silica Sand,0.3,225.0,PCE_SP,24.8,Standard Curing,20.0,103.0,Ref-3-Research
807.0,HS_cement,225.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.0,Quartz Sand,0.6,195.0,PCE_HRWRA,13.0,Standard Curing,20.0,169.0,Ref-4-Research
724.0,HS_cement,224.0,0.0,0.0,241.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.0,Quartz Sand,0.6,195.0,PCE_HRWRA,13.0,Standard Curing,20.0,168.0,Ref-4-Research
639.0,HS_cement,222.0,0.0,0.0,240.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,193.0,PCE_HRWRA,13.0,Standard Curing,20.0,173.0,Ref-4-Research
556.0,HS_cement,221.0,0.0,0.0,238.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.0,Quartz Sand,0.6,192.0,PCE_HRWRA,13.0,Standard Curing,20.0,165.0,Ref-4-Research
473.0,HS_cement,219.0,0.0,0.0,237.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,Quartz Sand,0.6,191.0,PCE_HRWRA,13.0,Standard Curing,20.0,157.0,Ref-4-Research
392.0,HS_cement,217.0,0.0,0.0,235.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941.0,Quartz Sand,0.6,190.0,PCE_HRWRA,13.0,Standard Curing,20.0,150.0,Ref-4-Research
807.0,HS_cement,224.0,0.0,0.0,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,Quartz Sand,0.6,195.0,PCE_HRWRA,13.0,Standard Curing,20.0,172.0,Ref-4-Research
807.0,HS_cement,224.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,Quartz Sand,0.6,195.0,PCE_HRWRA,13.0,Standard Curing,20.0,168.0,Ref-4-Research
636.0,HS_cement,221.0,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.0,Quartz Sand,0.6,193.0,PCE_HRWRA,13.0,Standard Curing,20.0,168.0,Ref-4-Research
623.0,HS_cement,216.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.0,Quartz Sand,0.6,188.0,PCE_HRWRA,13.0,Standard Curing,20.0,172.0,Ref-4-Research
807.0,HS_cement,225.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972.0,Quartz Sand,0.6,195.0,PCE_HRWRA,13.0,Heat Curing,90.0,205.0,Ref-4-Research
724.0,HS_cement,224.0,0.0,0.0,241.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966.0,Quartz Sand,0.6,195.0,PCE_HRWRA,13.0,Heat Curing,90.0,210.0,Ref-4-Research
639.0,HS_cement,222.0,0.0,0.0,240.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,Quartz Sand,0.6,193.0,PCE_HRWRA,13.0,Heat Curing,90.0,212.0,Ref-4-Research
556.0,HS_cement,221.0,0.0,0.0,238.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,953.0,Quartz Sand,0.6,192.0,PCE_HRWRA,13.0,Heat Curing,90.0,197.0,Ref-4-Research
473.0,HS_cement,219.0,0.0,0.0,237.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,Quartz Sand,0.6,191.0,PCE_HRWRA,13.0,Heat Curing,90.0,195.0,Ref-4-Research
392.0,HS_cement,217.0,0.0,0.0,235.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941.0,Quartz Sand,0.6,190.0,PCE_HRWRA,13.0,Heat Curing,90.0,190.0,Ref-4-Research
807.0,HS_cement,224.0,0.0,0.0,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,Quartz Sand,0.6,195.0,PCE_HRWRA,13.0,Heat Curing,90.0,222.0,Ref-4-Research
807.0,HS_cement,224.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.0,Quartz Sand,0.6,195.0,PCE_HRWRA,13.0,Heat Curing,90.0,234.0,Ref-4-Research
636.0,HS_cement,221.0,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.0,Quartz Sand,0.6,193.0,PCE_HRWRA,13.0,Heat Curing,90.0,212.0,Ref-4-Research
623.0,HS_cement,216.0,0.0,0.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.0,Quartz Sand,0.6,188.0,PCE_HRWRA,13.0,Heat Curing,90.0,220.0,Ref-4-Research
900.0,OPC_I,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,161.0,Ref-5-Research
900.0,OPC_I,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,1030.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,147.0,Ref-5-Research
900.0,OPC_I,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,1042.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,154.0,Ref-5-Research
900.0,OPC_I,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,1055.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,136.0,Ref-5-Research
900.0,OPC_I,132.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,150.0,Ref-5-Research
900.0,OPC_I,88.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,158.0,Ref-5-Research
900.0,OPC_I,44.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,143.0,Ref-5-Research
900.0,OPC_I,209.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,159.0,Ref-5-Research
900.0,OPC_I,198.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,146.0,Ref-5-Research
900.0,OPC_I,176.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,152.0,Ref-5-Research
900.0,OPC_I,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1008.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,144.0,Ref-5-Research
900.0,OPC_I,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1000.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,142.0,Ref-5-Research
900.0,OPC_I,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1015.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,152.0,Ref-5-Research
900.0,OPC_I,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1010.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,134.0,Ref-5-Research
900.0,OPC_I,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1000.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,140.0,Ref-5-Research
900.0,OPC_I,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,1025.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,161.0,Ref-5-Research
900.0,OPC_I,220.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,125.0,Ref-5-Research
900.0,OPC_I,220.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,163.0,Ref-5-Research
900.0,OPC_I,220.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,132.0,Ref-5-Research
900.0,OPC_I,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,962.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,153.0,Ref-5-Research
900.0,OPC_I,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,922.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,135.0,Ref-5-Research
900.0,OPC_I,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,851.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,100.0,Ref-5-Research
900.0,OPC_I,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,972.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,161.0,Ref-5-Research
900.0,OPC_I,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,942.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,153.0,Ref-5-Research
900.0,OPC_I,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,886.0,Fine Dune Sand,0.6,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,160.0,Ref-5-Research
828.0,OPC_52.5,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,Silica Sand,0.3,224.6,,26.4,Standard Curing,20.0,98.0,Ref-6-Research
818.0,OPC_52.5,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,Silica Sand,0.3,221.8,,26.0,Standard Curing,20.0,192.0,Ref-6-Research
726.0,OPC_52.5,181.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,Silica Sand,0.3,196.9,,23.1,Standard Curing,20.0,119.0,Ref-6-Research
691.0,OPC_52.5,172.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,Silica Sand,0.3,187.3,,22.0,Standard Curing,20.0,155.0,Ref-6-Research
828.0,OPC_52.5,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,Silica Sand,0.3,224.6,,26.4,Standard Curing,20.0,109.0,Ref-6-Research
824.0,OPC_52.5,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,Silica Sand,0.3,221.8,,26.0,Standard Curing,20.0,161.0,Ref-6-Research
726.0,OPC_52.5,0.0,0.0,0.0,290.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,Silica Sand,0.3,196.9,,23.1,Standard Curing,20.0,120.0,Ref-6-Research
691.0,OPC_52.5,0.0,0.0,0.0,276.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,Silica Sand,0.3,187.3,,22.0,Standard Curing,20.0,146.0,Ref-6-Research
828.0,OPC_52.5,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,Silica Sand,0.3,224.6,,26.4,Steam Curing,90.0,133.0,Ref-6-Research
818.0,OPC_52.5,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,Silica Sand,0.3,221.8,,26.0,Steam Curing,90.0,204.0,Ref-6-Research
726.0,OPC_52.5,181.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,Silica Sand,0.3,196.9,,23.1,Steam Curing,90.0,178.0,Ref-6-Research
691.0,OPC_52.5,172.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,Silica Sand,0.3,187.3,,22.0,Steam Curing,90.0,216.0,Ref-6-Research
828.0,OPC_52.5,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,Silica Sand,0.3,224.6,,26.4,Steam Curing,90.0,126.0,Ref-6-Research
824.0,OPC_52.5,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,Silica Sand,0.3,221.8,,26.0,Steam Curing,90.0,195.0,Ref-6-Research
726.0,OPC_52.5,0.0,0.0,0.0,290.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,Silica Sand,0.3,196.9,,23.1,Steam Curing,90.0,150.0,Ref-6-Research
691.0,OPC_52.5,0.0,0.0,0.0,276.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,Silica Sand,0.3,187.3,,22.0,Steam Curing,90.0,205.0,Ref-6-Research
828.0,OPC_52.5,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,Silica Sand,0.3,224.6,,26.4,Steam Curing,150.0,141.0,Ref-6-Research
818.0,OPC_52.5,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,Silica Sand,0.3,221.8,,26.0,Steam Curing,150.0,234.0,Ref-6-Research
726.0,OPC_52.5,181.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,Silica Sand,0.3,196.9,,23.1,Steam Curing,150.0,183.0,Ref-6-Research
691.0,OPC_52.5,172.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,Silica Sand,0.3,187.3,,22.0,Steam Curing,150.0,243.0,Ref-6-Research
828.0,OPC_52.5,0.0,0.0,0.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,Silica Sand,0.3,224.6,,26.4,Steam Curing,150.0,140.0,Ref-6-Research
824.0,OPC_52.5,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,Silica Sand,0.3,221.8,,26.0,Steam Curing,150.0,212.0,Ref-6-Research
726.0,OPC_52.5,0.0,0.0,0.0,290.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,Silica Sand,0.3,196.9,,23.1,Steam Curing,150.0,167.0,Ref-6-Research
691.0,OPC_52.5,0.0,0.0,0.0,276.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,Silica Sand,0.3,187.3,,22.0,Steam Curing,150.0,230.0,Ref-6-Research
833.0,OPC_I,208.25,0.0,0.0,0.0,208.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149.54,Locally Available Sand,0.6,183.26,PCE_SP,4.4982,Standard Curing,20.0,192.0,Ref-7-Research
833.0,OPC_I,208.25,0.0,0.0,0.0,208.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.57,Locally Available Sand,0.6,183.26,PCE_SP,4.4982,Standard Curing,20.0,201.0,Ref-7-Research
833.0,OPC_I,208.25,0.0,0.0,0.0,249.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.44,Locally Available Sand,0.6,183.26,PCE_SP,5.9976,Standard Curing,20.0,175.0,Ref-7-Research
833.0,OPC_I,208.25,0.0,0.0,0.0,249.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.44,Locally Available Sand,0.6,183.26,PCE_SP,5.9976,Standard Curing,20.0,171.0,Ref-7-Research
833.0,OPC_I,208.25,0.0,0.0,0.0,208.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149.54,Locally Available Sand,0.6,166.6,PCE_SP,5.9976,Standard Curing,20.0,190.0,Ref-7-Research
833.0,OPC_I,208.25,0.0,0.0,0.0,208.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1132.88,Locally Available Sand,0.6,149.94,PCE_SP,7.497,Standard Curing,20.0,163.0,Ref-7-Research
735.0,OPC_52.5,99.0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.0,Quartz Sand,0.3,186.0,PCE_HRWRA,30.65,Standard Curing,20.0,182.0,Ref-8-Research
735.0,OPC_52.5,0.0,0.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962.0,Quartz Sand,0.3,186.0,PCE_HRWRA,30.65,Standard Curing,20.0,221.0,Ref-8-Research
